OBJECTID,ASSET_ID,SITE_NAME,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,UPRN,VALIDATED,CENTROID_X,CENTROID_Y,FEATURE_AREA,FEATURE_LENGTH,WEB_SITE,MAKE_UPRN,MAJOR_SITE,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURE_TYPE_NAME,FEATURETYPECODE,NOTES,REVISION_NO,gislive.PARKS.P_AND_GS_SITES.AREA,SITE,SHAPESTArea,SHAPESTLength
192,PK00144953,Marksbury Road Open Space,108888,District Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,MARKROOS,PG,000000303828,2022/09/14 00:00:00+00,358500.74173504,170725.11167627,23770.32209753,927.74676869,in,0,23770.322*,,,,,,,,,,,,,23770.3220975,927.746768690114
193,PK00144962,Meadow Vale Playing Fields,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,MEADVAPLFI,PG,000000303275,2022/09/14 00:00:00+00,363130.0357109,174211.39665351,8166.25807802,531.25778121,in,0,8166.2580*,,,,,,,,,,,,,8166.258078,531.257781209958
194,PK00144959,Maynard Road,108888,Road Verges,,Parks and Green Space Site,1,Site,MAYNRO,PG,000000303541,2022/09/14 00:00:00+00,358463.82126294,168044.0681124,1696.61681398,156.42606547,out,0,1696.6168*,,,,,,,,,,,,,1696.616814,156.426065474459
195,PK00144958,Materman Road,108888,Amenity Area,,Parks and Green Space Site,1,Site,MATERO,PG,000000303887,2022/09/14 00:00:00+00,362148.15519438,168169.60610795,1317.55893199,219.59372004,out,0,1317.5589*,,,,,,,,,,,,,1317.558932,219.593720035476
196,PK00144956,Marshfield Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,MARSROOS,PG,000000303407,2022/09/14 00:00:00+00,363887.07793406,175602.91151502,1998.34655544,429.7178004,pe*,0,1998.3465*,,,,,,,,,,,,,1998.34655545,429.717800397917
197,PK00144961,Meadowsweet Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,MEADOS,PG,000000303324,2022/09/14 00:00:00+00,362298.7389691,175862.00401823,32806.9422665,1126.00301472,in,0,32806.942*,,,,,,,,,,,,,32806.9422665,1126.00301472128
198,PK00144960,Meadowsweet Housing,108888,Amenity Area,,Parks and Green Space Site,1,Site,MEADHO,PG,303290,2022/09/14 00:00:00+00,362271.19640965,175960.69721454,1724.831304,244.16200983,in,0,1724.8313*,,,,,,,,,,,,,1724.831304,244.162009833645
199,PK00144963,Meg Thatchers Close,108888,Open Space,,Parks and Green Space Site,1,Site,MEGTHCLRO,PG,000000303281,2022/09/14 00:00:00+00,363528.80840136,173282.53944055,4164.17718748,393.52036015,in,0,4164.1771*,,,,,,,,,,,,,4164.1771875,393.520360154113
200,PK00144965,Melvin Square,108888,Amenity Area,,Parks and Green Space Site,1,Site,MELVSQ,PG,000000303902,2022/09/14 00:00:00+00,359327.49530432,170077.93002582,2119.39939496,199.22131789,out,0,2119.3993*,,,,,,,,,,,,,2119.399395,199.221317889984
201,PK00144964,Meg Thatchers Gardens,108888,Amenity Area,,Parks and Green Space Site,1,Site,MEGTHGA,PG,303282,2022/09/14 00:00:00+00,363712.36338067,173306.19553996,5818.22073846,486.06126136,out,0,5818.2207*,,,,,,,,,,,,,5818.2207385,486.061261352584
202,PK00144969,Millennium Square,108888,Amenity Area,Listed Building,Parks and Green Space Site,1,Site,MILLSQ,PG,000000299627,2022/09/14 00:00:00+00,358379.11573612,172480.48636397,8239.70109001,692.88660189,Out,0,8239.7010*,,,,,,,,,,,,,8239.70109,692.886601885568
203,PK00144966,Merrimans Drive (R/O),108888,Open Space,,Parks and Green Space Site,1,Site,MERIDRREOF,PG,000000303370,2022/09/14 00:00:00+00,353094.54600402,177688.75171736,54487.64256303,1162.15421647,out,0,54487.642*,,,,,,,,,,,,,54487.642563,1162.15421646924
204,PK00144973,Molesworth Drive Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,MOLEDROS,PG,000000303446,2022/09/14 00:00:00+00,357181.77857462,167653.38989187,3815.51884196,256.54831165,out,0,3815.5188*,,,,,,,,,,,,,3815.518842,256.548311647488
205,PK00144972,Mina Road Park,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,MINAROPA,PG,000000299787,2022/09/14 00:00:00+00,360118.29574109,174534.11871353,13508.73603502,621.46068381,in,0,13508.736*,,,,,,,,,,,,,13508.736035,621.460683808631
206,PK00144977,Moorend Gardens,108888,Amenity Area,,Parks and Green Space Site,1,Site,MOORGA,PG,000000303793,2022/09/14 00:00:00+00,353740.43307397,177480.88144165,3729.4497945,343.45333244,out,0,3729.4497*,,,,,,,,,,,,,3729.4497945,343.453332442996
207,PK00144975,Montpelier Park,108888,Local Park," Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,MONTPA,PG,000000298858,2022/09/14 00:00:00+00,359218.52346419,174420.35793179,4264.64389453,279.45174361,in,0,4264.6438*,,,,,,,,,,,,,4264.6438945,279.451743604848
208,PK00144976,Montague Place Green Space,108888,Pocket Park,,Parks and Green Space Site,1,Site,MONTPL,PG,000000300119,2022/09/14 00:00:00+00,358569.95661143,173744.84949831,1087.04668449,150.50679577,in,0,1087.0466*,,,,,,,,,,,,,1087.0466845,150.506795766232
209,PK00144974,Monks Park Open Space,108888,Local Park," Play Area,",Parks and Green Space Site,1,Site,MONKPAPA,PG,000000303820,2022/09/14 00:00:00+00,359396.39705417,178133.00715044,38446.18208352,1064.72947698,in,0,38446.182*,,,,,,,,,,,,,38446.1820835,1064.72947698468
210,PK00144981,Muller Road A/A,108888,Amenity Area,,Parks and Green Space Site,1,Site,MULLROAA,PG,000000303483,2022/09/14 00:00:00+00,359851.13957554,176134.27764318,914.08239999,149.17765285,out,0,914.08239*,,,,,,,,,,,,,914.0824,149.177652846645
211,PK00206485,Muller House Open Space,109999,Open Space," Play Area,",Parks and Green Space Site,1,Site,MULLHO,SW,,2022/09/14 12:01:56+00,359932.73103139,,11427.92564648,553.22031255,in,,11427.925*,,,,,,,,,,,,,11427.9256465,553.220312550175
212,PK00144980,Mowbray Road Open Space,108888,Open Space," Play Area,",Parks and Green Space Site,1,Site,MOWBROOS,PG,000000303649,2022/09/14 00:00:00+00,361129.52645542,169395.90913209,9922.31658351,427.88201755,in,0,9922.3165*,,,,,,,,,,,,,9922.3165835,427.882017554496
213,PK00144979,Moreton Close,108888,Amenity Area,,Parks and Green Space Site,1,Site,MORECL,PG,000000303534,2022/09/14 00:00:00+00,360277.58747624,167861.69079348,1027.400897,274.50731704,out,0,1027.4008*,,,,,,,,,,,,,1027.400897,274.507317037869
214,PK00144982,Muller Road Recreation Ground,108888,Playing Field," Sports Facilities,",Parks and Green Space Site,1,Site,MULLROREGR,PG,000000303338,2022/09/14 00:00:00+00,360040.85732882,176650.57202635,64257.7327351,1290.86767061,in,0,64257.732*,,,,,,,,,,,,,64257.732735,1290.86767061668
215,PK00144987,New Cut,108888,Open Space,"Heritage at Risk,",Parks and Green Space Site,1,Site,NEWCU,PG,000000303492,2022/09/14 00:00:00+00,358229.02514305,172094.68446663,50113.91311333,10505.87290768,Out,1,50113.913*,,,,,,,,,,,,,50113.913113525,10505.8729076816
216,PK00144985,Netham Park,108888,Playing Field," Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,NETHREGR,PG,000000299894,2022/09/14 00:00:00+00,361439.82328348,172906.62238861,157517.69454952,1735.71599225,in,0,157517.69*,,,,,,,,,,,,,157517.6945495,1735.715992247
217,PK00144918,Napier Square Park,108888,Local Park,,Parks and Green Space Site,1,Site,KINGSTAVCP,PG,000000303881,2022/09/14 00:00:00+00,351342.12102954,178321.39568597,2570.14449952,351.35960549,in,0,2570.1444*,,,,,,,,,,,,,2570.1444995,351.359605492017
218,PK00144986,Newbridge Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,NEWBROOS,PG,000000303800,2022/09/14 00:00:00+00,361894.81965656,172684.30149678,8317.58700549,515.75676566,in,0,8317.5870*,,,,,,,,,,,,,8317.5870055,515.756765663845
219,PK00201445,New Town O/S,108888,Open Space,,Parks and Green Space Site,0,Site,NEWTOOS,PG, ,2022/09/14 13:59:32+00,360335.41475625,173377.42059121,2313.6100195,339.79417597,pe*,0,2313.6100*,,,,,,,,,,,,,2313.6100195,339.794175970601
220,PK00144994,North Street Green,108888,Pocket Park,,Parks and Green Space Site,1,Site,NURSPA,PG,000000303280,2022/09/14 00:00:00+00,357666.84767648,171410.53874696,973.042633,138.52284101,in,0,973.04263*,,,,,,,,,,,,,973.042633,138.522841011913
221,PK00145002,Penfield Road Childrens Play Ground,108888,Pocket Park,,Parks and Green Space Site,1,Site,PENFRO,PG,000000303243,2022/09/14 00:00:00+00,360075.23679223,174862.52601557,575.43651401,99.10612332,in,0,575.43651*,,,,,,,,,,,,,575.436514,99.1061233150357
222,PK00145001,Peel Street Green Space,108888,Open Space,,Parks and Green Space Site,1,Site,PEELST,PG,303259,2022/09/14 17:55:46+00,359978.02590668,173815.00886972,3283.22856953,306.95219121,in,0,3283.2285*,,,,,,,,,,,,,3283.2285695,306.952191210905
223,PK00144989,Nibley Road Open Space,108888,Open Space,,Parks and Green Space Site,1,Site,NIBLROOS,PG,000000303359,2022/09/14 00:00:00+00,353431.84241167,176165.6947887,64327.41205417,2321.59012193,in,0,64327.412*,,,,,,,,,,,,,64327.412054,2321.59012193143
224,PK00144997,Oldbury Court Estate,108888,Destination Park," Cafe/Mobile Catering, Play Area, Sports Facilities,",Parks and Green Space Site,1,Site,OLDBCOES,PG,000000303331,2022/09/14 00:00:00+00,363456.39468586,176869.36424196,472929.05929091,6275.66427272,in,0,472929.05*,,,,,,,,,,,,,472929.059291,6275.66427272385
225,PK00145000,Park Place Park,108888,Amenity Area,,Parks and Green Space Site,1,Site,PARKPL,PG, ,2022/09/14 00:00:00+00,357764.90682658,173263.58717629,1267.48385099,157.14506545,in,0,1267.4838*,,,,,,,,,,,,,1267.483851,157.145065453756
226,PK00144988,Newquay Road Childrens Play Ground,108888,Amenity Area," Play Area,",Parks and Green Space Site,1,Site,NEWQROCP,PG,000000303402,2022/09/14 00:00:00+00,359883.52329431,169697.76489968,1612.39162011,128.94337713,in,0,665.55363*,,,,,,,,,,,,,1612.3916201,183.904255354375
227,PK00144995,Oakdale Road O/S,108888,Open Space,,Parks and Green Space Site,1,Site,OAKDROOS,PG,000000303412,2022/09/14 00:00:00+00,360260.93245881,169714.4514995,2956.66448903,380.08545262,in,0,2956.6644*,,,,,,,,,,,,,2956.664489,380.085452619238
